timestamp,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,rotation_rate_x,rotation_rate_y,rotation_rate_z,user_acceleration_x,user_acceleration_y,user_acceleration_z
2025-09-16T01:57:46Z,-0.15515946972203662,0.32463497084466053,-0.26850640075861193,-0.1464657336473465,-0.3189629018306732,-0.9363815784454346,0.14943247018514047,-0.09736088606765378,-0.144105618659955,0.9733572049186221,0.009587679989635944,0.030453477054834366,-0.012056454084813595,0.0033623576164245605,-0.001393049955368042,-0.004561007022857666
2025-09-16T01:57:46Z,-0.15445468748535635,0.32480554985012217,-0.26875816632647537,-0.14579738676548004,-0.3191245496273041,-0.936430811882019,0.14955433510148164,-0.09704688706724125,-0.14418008163019116,0.9733587882943392,0.000761217437684536,0.03179289028048515,-0.01378393080085516,0.0022953152656555176,0.002160489559173584,-0.0007316470146179199
2025-09-16T01:57:46Z,-0.15380319210358706,0.3247516264875357,-0.2690357673676597,-0.14518991112709045,-0.31907346844673157,-0.9365425705909729,0.14956153379538695,-0.09674735201535356,-0.1442650219176429,0.9733749031730332,-0.010768089443445206,0.021873079240322113,-0.011530517600476742,0.0016993731260299683,0.0023488998413085938,0.0018845796585083008
2025-09-16T01:57:46Z,-0.15334850327001182,0.3245761182977282,-0.26928366913009194,-0.14477260410785675,-0.31890711188316345,-0.936663806438446,0.14949664582371316,-0.09653407896902234,-0.1443469853296298,0.9733939421010009,-0.011235086247324944,0.010131722316145897,-0.008604953996837139,0.0005168914794921875,0.0012045204639434814,0.0059912800788879395
2025-09-16T01:57:46Z,-0.1532765736465985,0.3244354700279363,-0.26947742928846247,-0.14471209049224854,-0.3187738060951233,-0.9367185831069946,0.14942379747648252,-0.09650511680157545,-0.14443216208677923,0.9733953939565877,-0.00674185948446393,-0.006204493343830109,-0.0044839950278401375,0.0007761567831039429,0.001153707504272461,0.007306814193725586
2025-09-16T01:57:46Z,-0.1536146622066037,0.3244855290673634,-0.26937180347080003,-0.1450263261795044,-0.3188212513923645,-0.9366537928581238,0.14942893375371066,-0.09666477384050735,-0.14440735164129126,0.9733824286431059,-0.0037901827599853277,-0.005771983880549669,-0.00021810084581375122,0.001264721155166626,0.0019378960132598877,0.0035112500190734863
2025-09-16T01:57:46Z,-0.1539527735362484,0.3245355413398242,-0.2692661732299928,-0.14534056186676025,-0.3188686668872833,-0.9365889430046082,0.14943405512978825,-0.09682443086231832,-0.14438254119580324,0.9733694633296239,-0.0008385058026760817,-0.00533947441726923,0.004047793336212635,0.0017533153295516968,0.002722024917602539,-0.0002843141555786133
2025-09-16T01:57:46Z,-0.15429090629226205,0.3245855650234302,-0.2691605057792812,-0.1456547975540161,-0.31891608238220215,-0.9365240335464478,0.1494391914070164,-0.09698408790125009,-0.14435771584916474,0.9733564980332631,0.002113171387463808,-0.0049069649539887905,0.008313687518239021,0.002241864800453186,0.003506183624267578,-0.004080057144165039
2025-09-16T01:57:46Z,-0.15450511152061777,0.3246016129721314,-0.26893218861550905,-0.1458546221256256,-0.3189312815666199,-0.9364877343177795,0.14944265150334815,-0.09707223974828516,-0.14426303921100286,0.9733611963743787,0.0014410517178475857,-0.00017845863476395607,0.012001778930425644,0.001710936427116394,0.0037470459938049316,-0.004882991313934326
2025-09-16T01:57:46Z,-0.15463959584531267,0.3245557938254633,-0.2686110694248272,-0.1459828019142151,-0.318887859582901,-0.9364825487136841,0.1494261710201287,-0.09711096385382718,-0.14411557097542668,0.9733816910067239,-0.001467323862016201,0.0029188920743763447,0.017731619998812675,-0.0006370097398757935,0.002254694700241089,-0.0025551915168762207
